SampleID	place	p_class	Eriophyoidea_family	geographic_emarcation	longitude	latitude	heigh	bio12	bio15	bio18	bio2	bio3	bio8	plant	Relationship	Group	Zoogeographical
SC49_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Eriophyidae	DED	Central China
SC49_5	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Eriophyidae	DED	Central China
SC56_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC56_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC56_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC56_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC56_5	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC59_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC59_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC59_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC59_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC62_1	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Diptilomiopidae 	DED	Southwest Region
SC62_2	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Diptilomiopidae 	DED	Southwest Region
SC62_3	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Diptilomiopidae 	DED	Southwest Region
SC62_4	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Diptilomiopidae 	DED	Southwest Region
SC62_5	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	101.8701	30.9155	2367	718	85	371	123	41	160	16	Dicotyledoneae_Diptilomiopidae 	DED	Southwest Region
SC65_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC65_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC65_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC65_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC65_5	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC67_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC67_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC67_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC67_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC67_5	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	101.9944	29.5702	3025	1092	94	658	120	42	32	6	Dicotyledoneae_Eriophyidae	DED	Southwest Region
SC75_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC75_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC75_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC75_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC75_5	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC77_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC77_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC77_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC77_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC77_5	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC78_1	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC78_2	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC78_3	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC82_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC82_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC82_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC82_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC82_5	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC95_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC95_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC95_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC95_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC98_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC98_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC98_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC98_4	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SC98_5	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.3359	29.5326	2517	1524	94	892	75	28	232	66	Dicotyledoneae_Eriophyidae	DED	Central China
SD11_2	SD	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	117.1006	36.255	1440	752	107	494	100	27	244	NA	Gymnospermae_Eriophyidae	GE	Northern China
SD11_3	SD	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	117.1006	36.255	1440	752	107	494	100	27	244	NA	Gymnospermae_Eriophyidae	GE	Northern China
SD11_4	SD	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	117.1006	36.255	1440	752	107	494	100	27	244	NA	Gymnospermae_Eriophyidae	GE	Northern China
SH9_1	SH	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	121.4739	31.0489	10	1059	46	394	73	23	265	0	Gymnospermae_Eriophyidae	GE	Central China
SH9_2	SH	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	121.4739	31.0489	10	1059	46	394	73	23	265	0	Gymnospermae_Eriophyidae	GE	Central China
SH9_3	SH	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	121.4739	31.0489	10	1059	46	394	73	23	265	0	Gymnospermae_Eriophyidae	GE	Central China
SH9_4	SH	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	121.4739	31.0489	10	1059	46	394	73	23	265	0	Gymnospermae_Eriophyidae	GE	Central China
SH9_5	SH	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	121.4739	31.0489	10	1059	46	394	73	23	265	0	Gymnospermae_Eriophyidae	GE	Central China
SN102_1	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN102_2	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN102_3	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN102_4	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN102_5	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN103_1	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN103_2	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN103_3	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN103_4	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN103_5	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN108_1	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN108_2	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN108_3	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN108_4	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN108_5	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN114_1	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	109.4842	36.5844	990	528	88	293	128	31	200	29	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN114_2	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	109.4842	36.5844	990	528	88	293	128	31	200	29	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN114_3	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	109.4842	36.5844	990	528	88	293	128	31	200	29	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN117_1	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	109.4842	36.5844	990	528	88	293	128	31	200	29	Gymnospermae_Eriophyidae	GE	Northern China
SN117_2	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	109.4842	36.5844	990	528	88	293	128	31	200	29	Gymnospermae_Eriophyidae	GE	Northern China
SN117_3	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	109.4842	36.5844	990	528	88	293	128	31	200	29	Gymnospermae_Eriophyidae	GE	Northern China
SN117_4	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	109.4842	36.5844	990	528	88	293	128	31	200	29	Gymnospermae_Eriophyidae	GE	Northern China
SN117_5	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	109.4842	36.5844	990	528	88	293	128	31	200	29	Gymnospermae_Eriophyidae	GE	Northern China
SN43_1	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	109.1958	34.2944	830	619	70	274	101	27	235	34	Dicotyledoneae_Eriophyidae	DED	Northern China
SN43_3	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	109.1958	34.2944	830	619	70	274	101	27	235	34	Dicotyledoneae_Eriophyidae	DED	Northern China
SN43_4	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	109.1958	34.2944	830	619	70	274	101	27	235	34	Dicotyledoneae_Eriophyidae	DED	Northern China
SN43_5	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	109.1958	34.2944	830	619	70	274	101	27	235	34	Dicotyledoneae_Eriophyidae	DED	Northern China
SN50_3	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN50_4	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN50_5	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN51_1	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN51_3	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN51_4	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN51_5	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN57_1	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN57_2	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN57_3	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN57_4	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN57_5	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN58_1	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN58_2	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN58_3	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN58_4	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN58_5	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN63_1	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN63_2	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN63_3	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN63_4	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN63_5	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	107.8281	34.0117	2450	807	74	365	84	26	181	100	Dicotyledoneae_Eriophyidae	DED	Northern China
SN70_1	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	107.1467	34.3564	590	684	76	314	95	27	223	0	Gymnospermae_Eriophyidae	GE	Northern China
SN70_2	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	107.1467	34.3564	590	684	76	314	95	27	223	0	Gymnospermae_Eriophyidae	GE	Northern China
SN70_3	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	107.1467	34.3564	590	684	76	314	95	27	223	0	Gymnospermae_Eriophyidae	GE	Northern China
SN70_4	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	107.1467	34.3564	590	684	76	314	95	27	223	0	Gymnospermae_Eriophyidae	GE	Northern China
SN70_5	SN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	107.1467	34.3564	590	684	76	314	95	27	223	0	Gymnospermae_Eriophyidae	GE	Northern China
SN88_1	SN	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	108.2997	33.1458	660	843	73	368	92	28	237	72	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SN88_2	SN	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	108.2997	33.1458	660	843	73	368	92	28	237	72	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SN88_3	SN	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	108.2997	33.1458	660	843	73	368	92	28	237	72	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SN88_4	SN	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	108.2997	33.1458	660	843	73	368	92	28	237	72	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SN94_1	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN94_2	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN94_3	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN94_4	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN94_5	SN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Eriophyidae	DED	Northern China
SN96_1	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN96_2	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN96_3	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN96_4	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SN96_5	SN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	110.0819	34.4922	1830	775	69	353	81	24	184	10	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SX16_1	SX	Dicotyledoneae	Diptilomiopidae 	Temperate grassland	113.1449	40.1103	1137	398	104	261	132	29	193	0	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SX16_2	SX	Dicotyledoneae	Diptilomiopidae 	Temperate grassland	113.1449	40.1103	1137	398	104	261	132	29	193	0	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SX16_3	SX	Dicotyledoneae	Diptilomiopidae 	Temperate grassland	113.1449	40.1103	1137	398	104	261	132	29	193	0	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SX16_4	SX	Dicotyledoneae	Diptilomiopidae 	Temperate grassland	113.1449	40.1103	1137	398	104	261	132	29	193	0	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
SX16_5	SX	Dicotyledoneae	Diptilomiopidae 	Temperate grassland	113.1449	40.1103	1137	398	104	261	132	29	193	0	Dicotyledoneae_Diptilomiopidae 	DED	Northern China
X6_1	X	Dicotyledoneae	Eriophyidae	Temperate desert climate	84.2591	41.7829	944	65	78	39	133	28	245	12	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
X6_2	X	Dicotyledoneae	Eriophyidae	Temperate desert climate	84.2591	41.7829	944	65	78	39	133	28	245	12	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
X6_3	X	Dicotyledoneae	Eriophyidae	Temperate desert climate	84.2591	41.7829	944	65	78	39	133	28	245	12	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
X6_4	X	Dicotyledoneae	Eriophyidae	Temperate desert climate	84.2591	41.7829	944	65	78	39	133	28	245	12	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
X6_5	X	Dicotyledoneae	Eriophyidae	Temperate desert climate	84.2591	41.7829	944	65	78	39	133	28	245	12	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
XZ10_1	XZ	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	94.5393	29.4645	2946	598	92	345	128	45	128	0	Dicotyledoneae_Eriophyidae	DED	Southwest Region
XZ10_2	XZ	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	94.5393	29.4645	2946	598	92	345	128	45	128	0	Dicotyledoneae_Eriophyidae	DED	Southwest Region
XZ10_3	XZ	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	94.5393	29.4645	2946	598	92	345	128	45	128	0	Dicotyledoneae_Eriophyidae	DED	Southwest Region
XZ11_1	XZ	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	94.5393	29.4645	2946	598	92	345	128	45	128	0	Dicotyledoneae_Diptilomiopidae 	DED	Southwest Region
XZ11_2	XZ	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	94.5393	29.4645	2946	598	92	345	128	45	128	0	Dicotyledoneae_Diptilomiopidae 	DED	Southwest Region
